,4/7/20,4/8/20,4/9/20
McLeod Health Clarendon (FKA Clarendon Memorial Hospital),2.0,2.0,NA
McLeod Health Darlington (FKA Wilson Hospital),0.0,0.0,NA
McLeod Health Dillon,2.0,2.0,NA
McLeod Health Loris (FKA Loris Community Hospital),4.0,4.0,NA
McLeod Health Seacoast (FKA Seacoast Medical Center),0.0,0.0,NA
McLeod Regional Medical Center,19.0,19.0,NA
McPherson Hospital,2.0,2.0,NA
MeadowWood Hospital,0.0,0.0,NA
Meadowbrook Rehabilitation Hospital,0.0,0.0,NA
Meadowlands Exposition Center Field Hospital (Temporarily Open due to COVID-19),NA,NA,NA
Meadows Health (FKA Meadows Regional Medical Center),3.0,3.0,NA
Meadowview Regional Medical Center,2.0,2.0,NA
Meadville Medical Center,2.0,2.0,NA
Mease Countryside Hospital,7.0,7.0,NA
Mease Dunedin Hospital,3.0,3.0,NA
MedStar Franklin Square Medical Center,20.0,20.0,NA
MedStar Georgetown University Hospital,14.0,14.0,NA
MedStar Good Samaritan Hospital,12.0,12.0,NA
MedStar Harbor Hospital,8.0,8.0,NA
MedStar Montgomery Medical Center,6.0,6.0,NA
MedStar National Rehabilitation Hospital,0.0,0.0,NA
MedStar Southern Maryland Hospital Center,15.0,15.0,NA
MedStar St Marys Hospital,6.0,6.0,NA
MedStar Union Memorial Hospital,13.0,13.0,NA
MedStar Washington Hospital Center,38.0,38.0,NA
Medical Arts Hospital,1.0,1.0,NA
Medical Behavioral Hospital of Mishawaka,0.0,0.0,NA
Medical Center Barbour,2.0,2.0,NA
Medical Center Enterprise,2.0,2.0,NA
Medical Center Hospital (AKA Medical Center Health System),7.0,7.0,NA
Medical Center of Peach County,2.0,2.0,NA
Medical Center of South Arkansas,3.0,3.0,NA
Medical Center of Trinity (FKA Community Hospital),6.0,6.0,NA
Medical City Alliance,3.0,3.0,NA
Medical City Arlington (FKA Medical Center of Arlington),10.0,10.0,NA
Medical City Dallas,14.0,14.0,NA
Medical City Denton (FKA Denton Regional Medical Center),8.0,8.0,NA
Medical City Fort Worth (FKA Plaza Medical Center of Fort Worth),9.0,9.0,NA
Medical City Green Oaks Hospital (FKA Green Oaks Hospital),0.0,0.0,NA
Medical City Heart Hospital,0.0,0.0,NA
Medical City Las Colinas (FKA Las Colinas Medical Center),3.0,3.0,NA
Medical City Lewisville (FKA Medical Center of Lewisville),4.0,4.0,NA
Medical City McKinney (FKA Medical Center of Mckinney),8.0,8.0,NA
Medical City North Hills (FKA North Hills Hospital),4.0,4.0,NA
Medical City Plano (FKA Medical Center of Plano),17.0,17.0,NA
Medical City Spine Hospital,0.0,0.0,NA
Medical City Weatherford (FKA Weatherford Regional Medical Center),3.0,3.0,NA
Medical University of South Carolina,36.0,36.0,NA
Medical West Hospital,3.0,3.0,NA
Medicine Lodge Memorial Hospital,0.0,0.0,NA
Medina Hospital,2.0,2.0,NA
Medina Regional Hospital,2.0,2.0,NA
Mee Memorial Hospital (FKA George L Mee Memorial Hospital),1.0,1.0,NA
Meeker County Memorial Hospital,0.0,0.0,NA
Melbourne Regional Medical Center (FKA Wuesthoff Medical Center - Melbourne),3.0,3.0,NA
Melissa Memorial Hospital (AKA East Phillips County Hospital District),0.0,0.0,NA
MelroseWakefield Hospital,5.0,5.0,NA
Memorial Community Health,1.0,1.0,NA
Memorial Community Hospital,2.0,2.0,NA
Memorial Health Care Systems,0.0,0.0,NA
Memorial Health Dwaine & Cynthia Willett Childrens Hospital of Savannah,8.0,8.0,NA
Memorial Health University Medical Center,13.0,13.0,NA
Memorial Healthcare,3.0,3.0,NA
Memorial Hermann - Texas Medical Center,34.0,34.0,NA
Memorial Hermann Cypress Hospital,0.0,0.0,NA
Memorial Hermann Katy Hospital,7.0,7.0,NA
Memorial Hermann Memorial City Medical Center,11.0,11.0,NA
Memorial Hermann Northeast Hospital,9.0,9.0,NA
Memorial Hermann Rehabilitation Hospital - Katy,0.0,0.0,NA
Memorial Hermann Southwest Hospital,41.0,41.0,NA
Memorial Hermann Sugar Land Hospital,4.0,4.0,NA
Memorial Hermann Surgical Hospital First Colony (FKA Sugar Land Surgical Hospital),0.0,0.0,NA
Memorial Hermann Surgical Hospital Kingwood,0.0,0.0,NA
Memorial Hospital,0.0,0.0,NA
Memorial Hospital - Bakersfield (FKA Bakersfield Memorial Hospital),7.0,7.0,NA
Memorial Hospital - Seminole,1.0,1.0,NA
Memorial Hospital Belleville,10.0,10.0,NA
Memorial Hospital East,3.0,3.0,NA
Memorial Hospital Jacksonville,13.0,13.0,NA
Memorial Hospital Los Banos,2.0,2.0,NA
Memorial Hospital Miramar,2.0,2.0,NA
Memorial Hospital Pembroke,2.0,2.0,NA
Memorial Hospital West,5.0,5.0,NA
Memorial Hospital and Health Care Center,3.0,3.0,NA
Memorial Hospital and Manor,2.0,2.0,NA
Memorial Hospital at Gulfport,9.0,9.0,NA
Memorial Hospital at Stone County (FKA Stone County Hospital),2.0,2.0,NA
Memorial Hospital of Carbon County,2.0,2.0,NA
Memorial Hospital of Converse County,2.0,2.0,NA
Memorial Hospital of Gardena,6.0,6.0,NA
Memorial Hospital of Lafayette County,0.0,0.0,NA
Memorial Hospital of South Bend,13.0,13.0,NA
Memorial Hospital of Sweetwater County,2.0,2.0,NA
Memorial Hospital of Tampa (FKA IASIS Memorial Hospital of Tampa),3.0,3.0,NA
Memorial Hospital of Texas County,1.0,1.0,NA
Memorial Hospital of Union County,3.0,3.0,NA
Memorial Medical Center,16.0,16.0,NA
Memorial Regional Health (FKA Memorial Hospital at Craig),2.0,2.0,NA
Memorial Regional Hospital,10.0,10.0,NA
Memorial Regional Medical Center,8.0,8.0,NA
Memorial Satilla Health,8.0,8.0,NA
Memorial Sloan Kettering Cancer Center,8.0,8.0,NA
Memphis Mental Health Institute,0.0,0.0,NA
Memphis VA Medical Center,0.0,0.0,NA
Mena Regional Health System,2.0,2.0,NA
Mendocino Coast District Hospital,2.0,2.0,NA
Mendota Mental Health Institute,0.0,0.0,NA
Menifee Global Medical Center (FKA Menifee Valley Medical Center),2.0,2.0,NA
Menlo Park Surgical Hospital,1.0,1.0,NA
Mennonite Hospital Guayama (FKA Episcopal Hospital San Lucas Guayama),2.0,2.0,NA
Mennonite Hospital of Aibonito,2.0,2.0,NA
Menorah Medical Center,3.0,3.0,NA
Mental Health Services for Clark County,0.0,0.0,NA
Mercer County Community Hospital - Coldwater,2.0,2.0,NA
Mercy Catholic Medical Center - Mercy Fitzgerald Campus,12.0,12.0,NA
Mercy General Hospital,11.0,11.0,NA
Mercy Gilbert Medical Center,8.0,8.0,NA
Mercy Gilbert Pediatric Inpatient Unit,0.0,0.0,NA
Mercy Health - Allen Hospital (FKA Mercy Allen Hospital),1.0,1.0,NA
Mercy Health - Anderson Hospital,4.0,4.0,NA
Mercy Health - Clermont Hospital,4.0,4.0,NA
Mercy Health - Defiance Hospital,2.0,2.0,NA
Mercy Health - Fairfield Hospital,4.0,4.0,NA
Mercy Health - Lorain Hospital (AKA Mercy Regional Medical Center),4.0,4.0,NA
Mercy Health - Lourdes Hospital,4.0,4.0,NA
Mercy Health - Marcum and Wallace Hospital,2.0,2.0,NA
Mercy Health - Perrysburg Hospital,0.0,0.0,NA
Mercy Health - Springfield Regional Medical Center (FKA Springfield Regional Medical Center),4.0,4.0,NA
Mercy Health - St Anne Hospital,2.0,2.0,NA
Mercy Health - St Charles Hospital,3.0,3.0,NA
Mercy Health - St Elizabeth Boardman Hospital,4.0,4.0,NA
Mercy Health - St Elizabeth Youngstown Hospital,10.0,10.0,NA
Mercy Health - St Joseph Warren Hospital,3.0,3.0,NA
Mercy Health - St Ritas Medical Center,7.0,7.0,NA
Mercy Health - St Vincent Medical Center,10.0,10.0,NA
Mercy Health - Tiffin Hospital,2.0,2.0,NA
Mercy Health - Urbana Hospital (FKA Mercy Memorial Hospital),2.0,2.0,NA
Mercy Health - West Hospital,3.0,3.0,NA
Mercy Health - Willard Hospital,1.0,1.0,NA
Mercy Health Hackley Campus (FKA Mercy Health Muskegon - Hackley),6.0,6.0,NA
Mercy Health Lakeshore Campus,0.0,0.0,NA
Mercy Health Saint Marys (FKA St Marys Health Care),6.0,6.0,NA
Mercy Health/Love County Hospital (AKA Love County Health Center),1.0,1.0,NA
Mercy Hospital,7.0,7.0,NA
Mercy Hospital & Health Care Center,0.0,0.0,NA
Mercy Hospital & Medical Center,12.0,12.0,NA
Mercy Hospital - Iowa City (AKA Mercy Iowa City),4.0,4.0,NA
Mercy Hospital Ada (FKA Valley View Regional Hospital),2.0,2.0,NA
Mercy Hospital Ardmore (FKA Mercy Memorial Health Center),3.0,3.0,NA
Mercy Hospital Aurora (FKA St Johns Hospital Aurora),2.0,2.0,NA
Mercy Hospital Berryville (FKA St Johns Hospital Berryville),2.0,2.0,NA
Mercy Hospital Booneville (FKA Booneville Community Hospital),1.0,1.0,NA
Mercy Hospital Carthage (FKA Mercy Mccune-Brooks Hospital),1.0,1.0,NA
Mercy Hospital Cassville (FKA St Johns Cassville),2.0,2.0,NA
Mercy Hospital Columbus (FKA Mercy Maude Norton Hospital and St Johns Maude Norton Memorial Hospital),0.0,0.0,NA
Mercy Hospital Downtown - Bakersfield,4.0,4.0,NA
Mercy Hospital Fort Smith (FKA St Edward Mercy Medical Center),9.0,9.0,NA
Mercy Hospital Healdton (FKA Healdton Mercy Hospital),1.0,1.0,NA
Mercy Hospital Jefferson (FKA Jefferson Regional Medical Center),5.0,5.0,NA
Mercy Hospital Joplin,8.0,8.0,NA
Mercy Hospital Kingfisher,1.0,1.0,NA
Mercy Hospital Lebanon,2.0,2.0,NA
Mercy Hospital Lincoln (FKA Lincoln County Medical Center),2.0,2.0,NA
Mercy Hospital Logan County,2.0,2.0,NA
Mercy Hospital Northwest Arkansas (FKA Mercy Medical Center),4.0,4.0,NA
Mercy Hospital Oklahoma City (FKA Mercy Health Center),9.0,9.0,NA
Mercy Hospital Ozark,1.0,1.0,NA
Mercy Hospital Paris (FKA North Logan Mercy Hospital),2.0,2.0,NA
Mercy Hospital South (FKA St Anthonys Medical Center),10.0,10.0,NA
Mercy Hospital Springfield (FKA St Johns Hospital),14.0,14.0,NA
Mercy Hospital St Louis,19.0,19.0,NA
Mercy Hospital Tishomingo (FKA Johnston Memorial Hospital),1.0,1.0,NA
Mercy Hospital Waldron (FKA Mercy Hospital Scott County),1.0,1.0,NA
Mercy Hospital Washington,4.0,4.0,NA
Mercy Hospital Watonga (FKA Watonga Municipal Hospital),0.0,0.0,NA
Mercy Hospital of Buffalo,8.0,8.0,NA
Mercy Hospital of Folsom,6.0,6.0,NA
Mercy Medical Center,6.0,6.0,NA
Mercy Medical Center - Cedar Rapids,4.0,4.0,NA
Mercy Medical Center Merced,10.0,10.0,NA
Mercy Medical Center Mt Shasta,2.0,2.0,NA
Mercy Medical Center Redding,19.0,19.0,NA
Mercy Regional Medical Center,2.0,2.0,NA
Mercy Rehabilitation Hospital Oklahoma City,0.0,0.0,NA
Mercy Rehabilitation Hospital Springfield,0.0,0.0,NA
Mercy Rehabilitation Hospital St Louis (FKA St Johns Mercy Rehabilitation Hospi),0.0,0.0,NA
Mercy San Juan Medical Center,23.0,23.0,NA
Mercy St Francis Hospital,1.0,1.0,NA
MercyOne Cedar Falls Medical Center (FKA Sartori Memorial Hospital),2.0,2.0,NA
MercyOne Centerville Medical Center (FKA Mercy Medical Center - Centerville),2.0,2.0,NA
MercyOne Clinton Medical Center (FKA Mercy Medical Center - Clinton),4.0,4.0,NA
MercyOne Clive Rehabilitation Hospital (FKA Mercy Rehabilitation Hospital),0.0,0.0,NA
MercyOne Des Moines Medical Center (FKA Mercy Medical Center - Des Moines),24.0,24.0,NA
MercyOne Dubuque Medical Center (FKA Mercy Medical Center - Dubuque),6.0,6.0,NA
MercyOne Dyersville Medical Center (FKA Mercy Medical Center - Dyersville),0.0,0.0,NA
MercyOne Elkader Medical Center (FKA Central Community Hospital),0.0,0.0,NA
MercyOne New Hampton Medical Center (FKA Mercy Medical Center - New Hampton),0.0,0.0,NA
MercyOne Newton Medical Center (FKA Skiff Medical Center),2.0,2.0,NA
MercyOne North Iowa Medical Center (FKA Mercy Medical Center - North Iowa),13.0,13.0,NA
MercyOne Oakland Medical Center (FKA Oakland Mercy Hospital),0.0,0.0,NA
MercyOne Oelwein Medical Center (FKA Mercy Hospital),1.0,1.0,NA
MercyOne Primghar Medical Center (FKA Baum Harmon Mercy Hospital),0.0,0.0,NA
MercyOne Siouxland Medical Center (FKA Mercy Medical Center - Sioux City),7.0,7.0,NA
MercyOne Waterloo Medical Center (FKA Covenant Medical Center),3.0,3.0,NA
Mercyhealth Hospital and Medical Center - Harvard,2.0,2.0,NA
Mercyhealth Hospital and Medical Center - Walworth,2.0,2.0,NA
Mercyhealth Hospital and Trauma Center - Janesville,4.0,4.0,NA
Mercyhealth Javon Bea Hospital - Riverside,0.0,0.0,NA
Mercyhealth Javon Bea Hospital - Rockton,6.0,6.0,NA
Meridian Health Services Muncie Campus,0.0,0.0,NA
Merit Health Biloxi (FKA Biloxi Regional Medical Center),3.0,3.0,NA
Merit Health Central (FKA Central Mississippi Medical Center),4.0,4.0,NA
Merit Health Madison,2.0,2.0,NA
Merit Health Natchez (FKA Natchez Regional Medical Center),3.0,3.0,NA
Merit Health Rankin (FKA Crossgates River Oaks Hospital),2.0,2.0,NA
Merit Health River Oaks (FKA River Oaks Hospital - Jackson),2.0,2.0,NA
Merit Health River Region (FKA River Region Health System),5.0,5.0,NA
Merit Health Wesley (FKA Wesley Medical Center),4.0,4.0,NA
Merit Health Womans Hospital (FKA Womans Hospital at River Oaks),1.0,1.0,NA
Meritus Medical Center,14.0,14.0,NA
Merrick Medical Center (FKA Litzenberg Memorial County Hospital),1.0,1.0,NA
Mesa Springs Hospital,2.0,2.0,NA
Mesa View Regional Hospital,2.0,2.0,NA
Mescalero Service Unit (AKA Mescalero Indian Hospital),0.0,0.0,NA
Mesilla Valley Hospital,0.0,0.0,NA
Mesquite Rehabilitation Institute,2.0,2.0,NA
Mesquite Specialty Hospital,3.0,3.0,NA
Methodist Behavioral Hospital (AKA Methodist Family Health),0.0,0.0,NA
Methodist Charlton Medical Center,13.0,13.0,NA
Methodist Dallas Medical Center,9.0,9.0,NA
Methodist Fremont Health (FKA Fremont Health Medical Center),3.0,3.0,NA
Methodist Health - Henderson (FKA Methodist Hospital),3.0,3.0,NA
Methodist Health - Morganfield (FKA Methodist Hospital - Union County),2.0,2.0,NA
Methodist Hospital,42.0,13.0,NA
Methodist Hospital (FKA Methodist Medical Center of Illinois),5.0,5.0,NA
Methodist Hospital - Ambulatory Surgery,1.0,1.0,NA
Methodist Hospital - Stone Oak,6.0,6.0,NA
Methodist Hospital South (FKA South Texas Regional Medical Center),2.0,2.0,NA
Methodist Hospital for Surgery,1.0,1.0,NA
Methodist Hospital of Chicago,2.0,2.0,NA
Methodist Hospital of Nebraska Methodist Health System,6.0,6.0,NA
Methodist Hospital of Sacramento,9.0,9.0,NA
Methodist Hospital of Southern California,12.0,12.0,NA
Methodist Hospitals - Northlake,14.0,14.0,NA
Methodist Mansfield Medical Center,4.0,4.0,NA
Methodist McKinney Hospital,2.0,2.0,NA
Methodist Medical Center of Oak Ridge,6.0,6.0,NA
Methodist Olive Branch Hospital,2.0,2.0,NA
Methodist Rehabilitation Hospital,0.0,0.0,NA
Methodist Richardson Medical Center,8.0,8.0,NA
Methodist Southlake Hospital (FKA Forest Park Medical Center Southlake),1.0,1.0,NA
Methodist University Hospital,30.0,30.0,NA
Methodist Womens Hospital,2.0,2.0,NA
Metro Health Hospital,5.0,5.0,NA
MetroHealth Cleveland Heights Medical Center,0.0,0.0,NA
MetroHealth Medical Center,17.0,17.0,NA
MetroHealth Parma Medical Center,0.0,0.0,NA
MetroSouth Medical Center (Temporarily Open due to COVID-19),NA,NA,NA
MetroWest Medical Center - Framingham Union Hospital,7.0,7.0,NA
Metropolitan St Louis Psychiatric Center,0.0,0.0,NA
Metropolitan Transition Center Correctional Facility,0.0,0.0,NA
Miami County Medical Center,1.0,1.0,NA
Miami Dade Fair Grounds Field Hospital (Temporarily Open due to COVID-19),NA,NA,NA
Miami VA Healthcare System - Bruce W Carter VA Medical Center,2.0,2.0,NA
Miami Valley Hospital,17.0,17.0,NA
Miami Valley Hospital North,0.0,0.0,NA
Michael E DeBakey VA Medical Center,2.0,2.0,NA
Michiana Behavioral Health,1.0,1.0,NA
Mid Coast Hospital,3.0,3.0,NA
Mid Jefferson Extended Care Hospital,2.0,2.0,NA
Mid-Columbia Medical Center,4.0,4.0,NA
Mid-Hudson Forensic Psychiatric Center,0.0,0.0,NA
Mid-Valley Hospital,2.0,2.0,NA
MidAmerica Rehabilitation Hospital,0.0,0.0,NA
MidHudson Regional Hospital (FKA St Francis Hospital),0.0,0.0,NA
MidMichigan Medical Center - Alpena (FKA Alpena Regional Medical Center),3.0,3.0,NA
MidMichigan Medical Center - Clare,2.0,2.0,NA
MidMichigan Medical Center - Gladwin,2.0,2.0,NA
MidMichigan Medical Center - Gratiot,2.0,2.0,NA
MidMichigan Medical Center - Midland,7.0,7.0,NA
MidMichigan Medical Center - West Branch (FKA West Branch Regional Medical Center),2.0,2.0,NA
MidState Medical Center,4.0,4.0,NA
Middle Park Health - Kremmling (FKA Middle Park Medical Center - Kremmling),0.0,0.0,NA
Middle Tennessee Mental Health Institute,0.0,0.0,NA
Middlesboro ARH Hospital,4.0,4.0,NA
Middlesex Hospital (AKA Middlesex Health System),7.0,7.0,NA
Midland Memorial Hospital,5.0,5.0,NA
Midlothian Campus and South Hospital,2.0,2.0,NA
Midwest Medical Center,0.0,0.0,NA
Midwest Orthopedic Specialty Hospital,1.0,1.0,NA
Midwest Surgical Hospital,0.0,0.0,NA
Milan Hospital,2.0,2.0,NA
Milbank Area Hospital Avera,1.0,1.0,NA
Mildred Mitchell-Bateman Hospital,0.0,0.0,NA
Mile Bluff Medical Center,2.0,2.0,NA
Milford Regional Medical Center,7.0,7.0,NA
Milford Valley Memorial Hospital,0.0,0.0,NA
Millcreek Community Hospital,2.0,2.0,NA
Mille Lacs Health System,0.0,0.0,NA
Miller Childrens & Womens Hospital Long Beach,7.0,7.0,NA
Miller County Hospital,2.0,2.0,NA
Millinocket Regional Hospital,2.0,2.0,NA
Mills-Peninsula Medical Center,6.0,6.0,NA
Millwood Hospital,0.0,0.0,NA
Milwaukee County Mental Health Complex,0.0,0.0,NA
Milwaukee VA Medical Center (AKA Clement J Zablocki VA Medical Center),0.0,0.0,NA
Mimbres Memorial Hospital,2.0,2.0,NA
Minden Medical Center,4.0,4.0,NA
Mineral Community Hospital,0.0,0.0,NA
Miners Colfax Medical Center,1.0,1.0,NA
Minidoka Memorial Hospital,1.0,1.0,NA
Minneapolis VA Health Care System,0.0,0.0,NA
Minneola District Hospital,0.0,0.0,NA
Minnesota Specialty Health System - Wadena (FKA CBHH - Wadena),0.0,0.0,NA
Minnesota Specialty Health System - Willmar (FKA CBHH - Willmar),0.0,0.0,NA
Minnie Hamilton Health Care Center CAH (AKA Minnie Hamilton Health System),1.0,1.0,NA
Miriam Hospital,9.0,9.0,NA
Mishawaka Medical Center (FKA St Joseph Regional Medical Center),16.0,16.0,NA
Mission Community Hospital,5.0,5.0,NA
Mission Hospital - Asheville,28.0,28.0,NA
Mission Hospital McDowell (FKA McDowell Hospital),3.0,3.0,NA
Mission Hospital Mission Viejo,8.0,8.0,NA
Mission Regional Medical Center,6.0,6.0,NA
Mississippi Baptist Medical Center (FKA Mississippi Hospital for Restorative Care),14.0,14.0,NA
Mississippi Methodist Rehabilitation Center,0.0,0.0,NA
Mississippi State Hospital,0.0,0.0,NA
Mississippi State Penitentiary Hospital,0.0,0.0,NA
Missouri Baptist Medical Center,12.0,12.0,NA
Missouri Baptist Sullivan Hospital,2.0,2.0,NA
Missouri Delta Medical Center,3.0,3.0,NA
Missouri Orthopaedic Institute,0.0,0.0,NA
Missouri River Medical Center,0.0,0.0,NA
Mitchell County Hospital,1.0,2.0,NA
Mitchell County Hospital Health Systems,0.0,0.0,NA
Mitchell County Regional Health Center,0.0,0.0,NA
Mizell Memorial Hospital,2.0,2.0,NA
Moab Regional Hospital,2.0,2.0,NA
Moberly Regional Medical Center,2.0,2.0,NA
Mobile Infirmary,11.0,11.0,NA
Mobridge Regional Hospital,1.0,1.0,NA
Moccasin Bend Mental Health Institute,0.0,0.0,NA
Modoc Medical Center,2.0,2.0,NA
Moffitt Cancer Center (AKA H Lee Moffitt Cancer Center & Research Institute),3.0,3.0,NA
Mohawk Valley Psychiatric Center,0.0,0.0,NA
Molokai General Hospital,0.0,0.0,NA
Mon Health Medical Center (FKA Mon General Hospital),4.0,4.0,NA
Monadnock Community Hospital,2.0,2.0,NA
Monmouth Medical Center,8.0,8.0,NA
Monmouth Medical Center Southern Campus,6.0,6.0,NA
Monongahela Valley Hospital,3.0,3.0,NA
Monroe Clinic Hospital,2.0,2.0,NA
Monroe Community Hospital,0.0,0.0,NA
Monroe County Hospital,0.0,0.0,NA
Monroe County Medical Center,1.0,1.0,NA
Monroe Hospital,2.0,2.0,NA
Monroe Regional Hospital (FKA Pioneer Community Hospital of Aberdeen),1.0,1.0,NA
Monroe Surgical Hospital,0.0,0.0,NA
Monrovia Memorial Hospital,2.0,2.0,NA
Montana State Hospital,0.0,0.0,NA
Montana VA Health Care System (AKA VA Medical Center and Ambulatory Care Clinic),2.0,2.0,NA
Montclair Hospital Medical Center,3.0,3.0,NA
Montefiore Hospital - Moses Campus,43.0,43.0,NA
Montefiore Mount Vernon Hospital,2.0,2.0,NA
Montefiore New Rochelle Hospital (FKA Sound Shore Medical Center of Westchester),9.0,9.0,NA
Montefiore Nyack Hospital (FKA Nyack Hospital),6.0,6.0,NA
Monterey Park Hospital,2.0,2.0,NA
Montevista Hospital,0.0,0.0,NA
Montgomery County Emergency Service,0.0,0.0,NA
Montgomery County Memorial Hospital,1.0,1.0,NA
Montgomery County Mental Health Treatment Facility,0.0,0.0,NA
Montgomery General Hospital,2.0,2.0,NA
Montrose Memorial Hospital,2.0,2.0,NA
Moore County Hospital District,2.0,2.0,NA
Morehouse General Hospital,2.0,2.0,NA
Morgan County ARH Hospital,2.0,2.0,NA
Morgan Medical Center (FKA Morgan Memorial Hospital),1.0,1.0,NA
Morrill County Community Hospital,1.0,1.0,NA
Morris County Hospital,1.0,1.0,NA
Morris Hospital & Healthcare Centers,2.0,2.0,NA
Morrison Community Hospital,0.0,0.0,NA
Morristown Medical Center,23.0,23.0,NA
Morristown-Hamblen Healthcare System,5.0,5.0,NA
Morrow County Hospital,2.0,2.0,NA
Morton County Hospital,2.0,2.0,NA
Morton Hospital,5.0,5.0,NA
Morton Plant Hospital,10.0,10.0,NA
Morton Plant North Bay Hospital,4.0,4.0,NA
Morton Plant North Bay Hospital Recovery Center,0.0,0.0,NA
Mosaic Life Care Long Term Acute Care Hospital,2.0,2.0,NA
Mosaic Life Care at St Joseph - Medical Center,8.0,8.0,NA
Mosaic Medical Center - Albany (FKA Northwest Medical Center),0.0,0.0,NA
Mosaic Medical Center - Maryville (FKA SSM Health St Francis Hospital - Maryville),2.0,2.0,NA
Moses Taylor Hospital,3.0,3.0,NA
Mount Auburn Hospital,6.0,6.0,NA
Mount Carmel Behavioral Health,0.0,0.0,NA
Mount Carmel East,7.0,7.0,NA
Mount Carmel Grove City,0.0,0.0,NA
Mount Carmel New Albany,2.0,2.0,NA
Mount Carmel Rehabilitation Hospital,0.0,0.0,NA
Mount Carmel St Anns,12.0,12.0,NA
Mount Desert Island Hospital,2.0,2.0,NA
Mount Nittany Medical Center,4.0,4.0,NA
Mount Sinai Beth Israel (FKA Mount Sinai Beth Israel Medical Center Brooklyn Hospital Center),19.0,19.0,NA
Mount Sinai Medical Center (AKA the Mount Sinai Hospital),37.0,37.0,NA
Mount Sinai Medical Center (FL),16.0,16.0,NA
Mount Sinai Morningside (FKA Mount Sinai St Lukes),20.0,20.0,NA
Mount Sinai Rehabilitation Hospital,2.0,2.0,NA
Mount Sinai South Nassau (FKA South Nassau Communities Hospital),26.0,26.0,NA
Mount St Marys Hospital,2.0,2.0,NA
